8.740196 -1.639294 0.021000 0.021000
8.840196 -1.647294 0.019000 0.019000
8.940196 -1.657294 0.017000 0.017000
9.040196 -1.671294 0.016000 0.016000
9.140196 -1.699294 0.014000 0.014000
9.240196 -1.741294 0.013000 0.013000
9.340196 -1.771294 0.012000 0.012000
9.440196 -1.787294 0.011000 0.011000
9.540196 -1.792294 0.010000 0.010000
9.640196 -1.809294 0.009000 0.009000
9.740196 -1.820294 0.009000 0.009000
9.840196 -1.822294 0.008000 0.008000
9.940196 -1.828294 0.007000 0.007000
10.040196 -1.829294 0.007000 0.007000
10.140196 -1.843294 0.006000 0.006000
10.240196 -1.879294 0.005000 0.005000
10.340196 -1.925294 0.005000 0.005000
10.440196 -1.986294 0.005000 0.005000
10.540196 -2.068294 0.005000 0.005000
10.640196 -2.167294 0.005000 0.005000
10.740196 -2.295294 0.005000 0.005000
10.840196 -2.453294 0.005000 0.005000
10.940196 -2.635294 0.005000 0.005000
11.040196 -2.838294 0.006000 0.006000
11.140196 -3.066294 0.007000 0.007000
11.240196 -3.307294 0.008000 0.008000
11.340196 -3.578294 0.010000 0.010000
11.440196 -3.879294 0.013000 0.013000
11.540196 -4.208294 0.017000 0.017000
11.640196 -4.532294 0.023000 0.023000
11.740196 -4.912294 0.034000 0.034000
11.840196 -5.435294 0.056000 0.056000
