8.740196 -1.623294 0.019000 0.019000
8.840196 -1.630294 0.017000 0.017000
8.940196 -1.643294 0.016000 0.016000
9.040196 -1.673294 0.014000 0.014000
9.140196 -1.698294 0.013000 0.013000
9.240196 -1.723294 0.012000 0.012000
9.340196 -1.756294 0.011000 0.011000
9.440196 -1.788294 0.010000 0.010000
9.540196 -1.800294 0.010000 0.010000
9.640196 -1.814294 0.009000 0.009000
9.740196 -1.821294 0.008000 0.008000
9.840196 -1.820294 0.008000 0.008000
9.940196 -1.826294 0.007000 0.007000
10.040196 -1.833294 0.006000 0.006000
10.140196 -1.856294 0.006000 0.006000
10.240196 -1.900294 0.005000 0.005000
10.340196 -1.956294 0.005000 0.005000
10.440196 -2.032294 0.005000 0.005000
10.540196 -2.127294 0.005000 0.005000
10.640196 -2.237294 0.005000 0.005000
10.740196 -2.379294 0.005000 0.005000
10.840196 -2.546294 0.005000 0.005000
10.940196 -2.742294 0.006000 0.006000
11.040196 -2.962294 0.007000 0.007000
11.140196 -3.208294 0.008000 0.008000
11.240196 -3.477294 0.009000 0.009000
11.340196 -3.784294 0.012000 0.012000
11.440196 -4.151294 0.015000 0.015000
11.540196 -4.545294 0.022000 0.022000
11.640196 -4.992294 0.033000 0.033000
11.740196 -5.519294 0.052000 0.052000
11.840196 -6.093294 0.092000 0.092000
