8.87500      9.12500    0.0162090   0.00568036
9.12500      9.37500    0.0105467   0.00369603
9.37500      9.62500   0.00854240   0.00299364
9.62500      9.87500   0.00640403   0.00224426
9.87500      10.1250   0.00482510   0.00169093
10.1250      10.3750   0.00367119   0.00128655
10.3750      10.6250   0.00271380  0.000951037
10.6250      10.8750   0.00170499  0.000864228
10.8750      11.1250  0.000731957  0.000387435
11.1250      11.3750  0.000167129  0.000112848
11.3750      11.6250  2.60057e-05  1.96621e-05
