8.37500      8.62500    0.0463613    0.0185760
8.62500      8.87500    0.0289199    0.0115876
8.87500      9.12500    0.0220840   0.00884859
9.12500      9.37500    0.0176327   0.00706504
9.37500      9.62500    0.0141813   0.00568217
9.62500      9.87500    0.0110905   0.00444374
9.87500      10.1250   0.00948906   0.00380207
10.1250      10.3750   0.00834965   0.00295849
10.3750      10.6250   0.00673821   0.00186508
10.6250      10.8750   0.00435243   0.00172156
10.8750      11.1250   0.00219891  0.000986168
11.1250      11.3750  0.000695463  0.000461607
11.3750      11.6250  0.000196059  0.000146429
