8.740196 -1.604294 0.022000 0.022000
8.840196 -1.615294 0.020000 0.020000
8.940196 -1.626294 0.018000 0.018000
9.040196 -1.641294 0.016000 0.016000
9.140196 -1.674294 0.015000 0.015000
9.240196 -1.702294 0.014000 0.014000
9.340196 -1.731294 0.012000 0.012000
9.440196 -1.747294 0.011000 0.011000
9.540196 -1.758294 0.010000 0.010000
9.640196 -1.774294 0.010000 0.010000
9.740196 -1.781294 0.009000 0.009000
9.840196 -1.779294 0.008000 0.008000
9.940196 -1.787294 0.007000 0.007000
10.040196 -1.800294 0.006000 0.006000
10.140196 -1.830294 0.006000 0.006000
10.240196 -1.872294 0.005000 0.005000
10.340196 -1.927294 0.005000 0.005000
10.440196 -2.000294 0.005000 0.005000
10.540196 -2.096294 0.005000 0.005000
10.640196 -2.210294 0.005000 0.005000
10.740196 -2.347294 0.005000 0.005000
10.840196 -2.510294 0.005000 0.005000
10.940196 -2.694294 0.006000 0.006000
11.040196 -2.904294 0.007000 0.007000
11.140196 -3.136294 0.008000 0.008000
11.240196 -3.376294 0.009000 0.009000
11.340196 -3.649294 0.011000 0.011000
11.440196 -3.945294 0.014000 0.014000
11.540196 -4.267294 0.018000 0.018000
11.640196 -4.656294 0.024000 0.024000
11.740196 -5.083294 0.037000 0.037000
11.840196 -5.574294 0.055000 0.055000
